list_placement,id,title,author_id,author_name,avg_rating,number_of_ratings,list_score,number_of_list_votes 
5857,302998,The Buddha of Suburbia,13081,Hanif Kureishi,3.74,14645,483,6
5857,6338619,After,318661,Amy Efaw,3.73,19496,483,7
5857,6580510,Brightly Woven,2973783,Alexandra Bracken,3.8,8851,483,6
5857,15815333,The Interestings,113936,Meg Wolitzer,3.58,108986,483,6
5857,824508,Smack,56977,Melvin Burgess,3.89,18206,483,5
5857,17825503,Leo,6994378,Mia Sheridan,4.03,36493,483,8
5857,25930928,Twisted,14053812,Anna Gallegos,4.62,47,483,6
5864,566328,The Betrothed,136729,Alessandro Manzoni,3.82,6516,482,7
5864,77364,Winter Rose,25,Patricia A. McKillip,3.85,6901,482,6
5864,45436,The Wish List,10896,Eoin Colfer,3.77,15960,482,6
5864,11451865,"Hillbilly Tales from the Smoky Mountains - And Other Homespun Remedies, Proverbs, and Poetry",4875841,Patricia H. Graham,3.8,55,482,5
5864,11563,Danse Macabre,3389,Stephen King,3.64,24795,482,8
5864,16091522,Southern Mystical Moments,4875841,Patricia H. Graham,3.76,45,482,5
5864,9031808,Three Days To See,7275,Helen Keller,3.83,2628,482,5
5864,88442,Austerlitz,6580622,W.G. Sebald,4.04,14253,482,6
5864,18799,Sodom and Gomorrah,233619,Marcel Proust,4.35,5836,482,7
5864,13707720,Leave It to Psmith,7963,P.G. Wodehouse,4.32,8350,482,6
5864,25764475,How to Kill an Incubus,14058058,Kimber  Lee,4.38,1411,482,6
5864,25667918,Binti,588356,Nnedi Okorafor,3.93,47611,482,5
5876,924194,The Last Book in the Universe,5817,Rodman Philbrick,3.91,8795,481,5
5876,83146,Tully,47499,Paullina Simons,3.89,9841,481,6
5876,58890,Tris&#39;s Book,8596,Tamora Pierce,4.09,29918,481,9
5876,7994,Rakkety Tam,5329,Brian Jacques,4.14,9805,481,6
5876,16122163,From Ashes,6436698,Molly McAdams,4.12,27251,481,7
5876,17667561,The Shadow Throne,3267859,Jennifer A. Nielsen,4.25,24444,481,5
5876,158141,Wiseguy,91578,Nicholas Pileggi,4.18,13403,481,6
5876,8579933,Entangled,4118351,Cat Clarke,3.72,6275,481,5
5876,25895524,Red Sister,4721536,Mark  Lawrence,4.17,42080,481,5
5885,7980,Pearls of Lutra,5329,Brian Jacques,4.01,19992,480,6
5885,6203049,Death&#39;s Mistress,38066,Karen Chance,4.2,16833,480,7
5885,363851,Jeremy Fink and the Meaning of Life,99650,Wendy Mass,4.02,18464,480,4
5885,2330711,The Spook&#39;s Mistake,146374,Joseph Delaney,4.2,14716,480,6
5885,10138607,Habibi,14151,Craig Thompson,4.03,36356,480,6
5885,3567200,Moonlight,99642,Rachel Hawthorne,3.81,12437,480,7
5885,10473214,13 Gifts,99650,Wendy Mass,4.24,13462,480,5
5885,10814946,Gates of Paradise,21911,Melissa de la Cruz,4.08,13116,480,6
5885,299514,Lady of Hay,63659,Barbara Erskine,4.05,6865,480,6
5885,741618,Six Characters in Search of an Author,7702,Luigi Pirandello,3.85,13949,480,6
5895,4909,Teacher Man,3347,Frank McCourt,3.75,31500,479,6
5895,13119818,What the Heart Wants,5299577,Kelli McCracken,3.78,2638,479,5
5895,12886599,Born of Silence,4430,Sherrilyn Kenyon,4.48,11012,479,4
5895,8167001,Zombie Fallout,2990843,Mark Tufo,4.03,10718,479,5
5895,26046,Morrigan&#39;s Cross,625,Nora Roberts,4.14,50142,479,6
5895,33830437,Far from the Tree,753097,Robin Benway,4.29,28439,479,5
5895,41837243,Lock Every Door,15263414,Riley Sager,3.92,70922,479,5
5902,243601,Imperium: A Novel of Ancient Rome,575,Robert   Harris,4.09,26515,478,6
5902,4815886,Rectoverso,164478,Dee Lestari,3.88,6890,478,5
5902,378639,The Many-Coloured Land,23284,Julian  May,4.07,11439,478,5
5902,9302,The Other Side of the Story,6104,Marian Keyes,3.79,40529,478,6
5902,9635657,Tales from a Not-So-Talented Pop Star,2766469,Rachel Renée Russell,4.3,36103,478,6
5902,6781956,Savor the Moment,625,Nora Roberts,4.14,51510,478,6
5902,39664,Rita Hayworth and Shawshank Redemption,3389,Stephen King,4.53,22096,478,6
5902,18004320,The Last Ever After,780120,Soman Chainani,4.31,20416,478,6
5902,41880609,On Earth We&#39;re Briefly Gorgeous,4456871,Ocean Vuong,4.04,70760,478,5
5911,428862,Wreck This Journal,117227,Keri Smith,4.14,14734,477,5
5911,8694331,Waiting to Live,4499762,Asa Don Brown,4.36,61,477,5
5911,69092,The Man Who Loved Clowns,22961,June Rae Wood,4.46,1688,477,6
5911,5982474,Almost Perfect,1233886,Brian Katcher,3.85,8461,477,5
5911,400924,Chronicles of the Black Company,13026,Glen Cook,4.22,22466,477,6
5911,469954,The Tide Knot,41542,Helen Dunmore,3.99,4977,477,6
5911,13099738,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2985039,Austin Kleon,3.92,198641,477,5
5911,12666103,A Face Like Glass,119830,Frances Hardinge,4.18,6023,477,5
5911,12012999,Golden Trail,2958084,Kristen Ashley,4.31,19789,477,6
5911,643301,Angels and Demons / The Da Vinci Code,630,Dan Brown,4.24,27216,477,5
5911,13374593,The Case of the Displaced Detective: The Arrival,2941486,Stephanie Osborn,3.73,117,477,5
5911,19081403,Beginnings: Obsidian &amp; Onyx,4476934,Jennifer L. Armentrout,4.57,6143,477,5
5911,1617875,My Best Friend&#39;s Girl,38651,Dorothy Koomson,4.04,20162,477,5
5911,662768,خداحافظ گاری کوپر,32807,Romain Gary,3.9,7140,477,6
5925,66693,The Crystal Shard,1023510,R.A. Salvatore,4.09,48241,476,7
5925,6697,Little Altars Everywhere,3489,Rebecca Wells,3.57,28613,476,8
5925,4957350,Tinkers,4371731,Paul Harding,3.39,30001,476,6
5925,187809,Safe House,167932,Jenny Carroll,4.1,11309,476,6
5925,261604,Rhapsody: Child of Blood,57461,Elizabeth Haydon,3.96,18780,476,7
5925,74275,Stalking Darkness,42110,Lynn Flewelling,4.25,13430,476,5
5925,18089551,"Tall, Tatted and Tempting",5763298,Tammy Falkner,4.21,27674,476,6
5925,588704,Saga of Darren Shan Box Set,5816,Darren Shan,4.55,2206,476,5
5925,12640991,Weird Things Customers Say in Bookshops,5211857,Jen Campbell,3.79,22594,476,5
5934,22327,The Miracle Worker: A Play,859143,William  Gibson,4.22,32368,475,7
5934,319644,Gregor and the Marks of Secret,153394,Suzanne Collins,4.23,31630,475,3
5934,283494,Ironside,25422,Holly Black,4.03,36310,475,6
5934,125321,Barchester Towers,20524,Anthony Trollope,4.02,14151,475,8
5934,2850535,Gamer Girl,21701,Mari Mancusi,3.77,4354,475,5
5934,7293120,The Strange Affair of Spring Heeled Jack,3222611,Mark Hodder,3.69,6817,475,6
5934,10799881,Underworld,11654,Meg Cabot,3.88,21740,475,6
5934,2870651,Necropolis,32590,Anthony Horowitz,4.14,11163,475,7
5934,16217729,The Case of the Cosmological Killer: Endings and Beginnings,2941486,Stephanie Osborn,4.2,50,475,5
5934,16248114,Maya&#39;s Notebook,2238,Isabel Allende,3.84,23473,475,7
5934,5767170,عقل بلا جسد,1479015,أحمد خالد توفيق,3.89,6182,475,5
5945,250026,City of Stars,23138,Mary Hoffman,4.02,7381,474,6
5945,80447,The Portable Nietzsche,1938,Friedrich Nietzsche,4.21,8753,474,6
5945,687278,When Things Fall Apart: Heart Advice for Difficult Times,8052,Pema Chödrön,4.29,36974,474,6
5945,6122468,ثرثرة فوق النيل,5835922,Naguib Mahfouz,3.81,6815,474,5
5945,59647,The Best of Myles,757952,Myles na gCopaleen,4.23,670,474,5
5945,199783,Code Name Cassandra,167932,Jenny Carroll,4.06,12364,474,6
5945,8182682,How to Flirt with a Naked Werewolf,2503028,Molly Harper,3.97,18178,474,6
5945,6897264,"I&#39;ll Be Your Drill, Soldier",2896790,Crystal Rose,4.08,5036,474,5
5945,6586512,Sing Me to Sleep,1375073,Angela Morrison,3.96,6390,474,5
5945,651934,The Tragedy of Man,350638,Imre Madách,4.21,1906,474,5
5945,15894829,The Case of the Cosmological Killer: The Rendlesham Incident,2941486,Stephanie Osborn,4.14,49,474,5
5945,15975,Blonde,3524,Joyce Carol Oates,4.0,9631,474,6
5945,13360101,Never Seduce a Scot,24978,Maya Banks,4.16,24440,474,6
5945,25001951,Secret Deceptions,8416438,James Sillwood,4.45,47,474,5
5945,93251,The October Country,1630,Ray Bradbury,4.15,14015,474,6
5945,36692478,There There,17205711,Tommy Orange,3.97,112251,474,5
5961,105,Chapterhouse: Dune,58,Frank Herbert,3.91,46400,473,6
5961,6937878,Love Bites,153734,Ellen Schreiber,4.13,19000,473,8
5961,77103,The Glass Palace,3369,Amitav Ghosh,3.97,22644,473,6
5961,3360761,El caballero de la armadura oxidada,59061,Robert Fisher,3.74,14914,473,5
5961,312050,Icefire,179712,Chris d&#39;Lacey,3.91,23829,473,6
5961,12880,Black Lamb and Grey Falcon,8111,Rebecca West,4.22,2001,473,5
5961,107669,Nightrise,32590,Anthony Horowitz,4.04,13215,473,7
5961,9265453,Embassytown,33918,China Miéville,3.88,26731,473,5
5961,12968828,Torn,4118351,Cat Clarke,3.87,3528,473,5
5961,1912426,Seras-tu là?,282080,Guillaume Musso,3.97,6751,473,5
5961,23438288,Flawed,7116,Cecelia Ahern,4.11,24745,473,5
5961,25893693,Lilac Girls,14160478,Martha Hall Kelly,4.28,213920,473,5
5961,35889205,The Storyteller&#39;s Secret,9585077,Sejal Badani,4.35,77012,473,5
5974,84049,Désirée,48143,Annemarie Selinko,4.09,9039,472,5
5974,263172,Kissing Coffins,153734,Ellen Schreiber,3.88,25001,472,8
5974,2272813,Ninth Grade Slays,293603,Heather Brewer,4.14,24124,472,6
5974,349090,Infinity Welcomes Careful Drivers,40119,Grant Naylor,4.06,25747,472,8
5974,41810,The Robots of Dawn,16667,Isaac Asimov,4.17,38874,472,6
5974,10108,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",6599,Margaret George,4.24,26277,472,5
5974,9578677,The Silent Girl,18149,Tess Gerritsen,4.12,35787,472,6
5974,68041,The Earthsea Quartet,874602,Ursula K. Le Guin,4.27,9128,472,5
5974,18044158,The One,6521036,J.K. Accinni,4.46,254,472,5
5974,15852,Relativity: The Special and the General Theory,9810,Albert Einstein,4.19,17963,472,8
5974,88043,Mother,3072763,Maxim Gorky,3.94,12675,472,6
5974,26836910,The Diabolic,4792223,S.J. Kincaid,4.06,19228,472,5
5986,1161439,Fell,32665,David Clement-Davies,4.18,5623,471,5
5986,25191,A Personal Matter,3439713,Kenzaburō Ōe,3.89,9613,471,7
5986,13157,The Jester,3780,James Patterson,3.8,18690,471,6
5986,5927462,Goddess Boot Camp,1051591,Tera Lynn Childs,3.89,11349,471,6
5986,1963638,The Untethered Soul: The Journey Beyond Yourself,950132,Michael A. Singer,4.2,51232,471,5
5986,16074809,Letting Ana Go,5158478,Anonymous,4.16,7234,471,5
5986,53003,Our Lady of the Flowers,29952,Jean Genet,4.02,5203,471,5
5986,18751827,Seven Sons,7373567,Lili St. Germain,3.95,16036,471,5
5986,13436373,Drama,21618,Raina Telgemeier,4.21,93024,471,6
5986,7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,3158574,Simon Sinek,4.08,122382,471,5
5986,294442,Journey to the River Sea,57462,Eva Ibbotson,4.19,12473,471,5
5986,30038855,Letters to the Lost,4629194,Brigid Kemmerer,4.37,22722,471,5
5986,23447923,The Inexplicable Logic of My Life,4841310,Benjamin Alire Sáenz,4.14,19657,471,5
5986,43822024,The Toll,19564,Neal Shusterman,4.26,43039,471,5
6000,820924,Refuge: An Unnatural History of Family and Place,8155,Terry Tempest Williams,4.16,8637,470,6
6000,3289281,When Will There Be Good News?,10015,Kate Atkinson,4.0,38139,470,9
6000,128461,A Season in Hell and The Drunken Boat,72605,Arthur Rimbaud,4.34,7899,470,6
6000,6539105,Tales of the Otherworld,7581,Kelley Armstrong,4.24,10421,470,7
6000,164718,Slawter,5816,Darren Shan,4.18,12873,470,5
6000,2208767,Palace of Mirrors,14617,Margaret Peterson Haddix,3.9,12151,470,7
6000,14461892,The Case of the Displaced Detective: At Speed,2941486,Stephanie Osborn,4.17,69,470,5
6000,2195464,What I Talk About When I Talk About Running,3354,Haruki Murakami,3.85,106570,470,6
6000,2246958,حياة في الإدارة,14053959,Ghazi A. Algosaibi,4.48,11320,470,5
6000,23566909,The Marvels,38120,Brian Selznick,3.98,17294,470,5
6000,35744961,Devil&#39;s Bait,935631,Debbie Boek,4.21,134,470,5
6000,43204703,A Curse So Dark and Lonely,4629194,Brigid Kemmerer,4.14,53429,470,5
6012,104737,A Monstrous Regiment of Women,6760,Laurie R. King,4.03,22152,469,6
6012,285500,The Declaration of Independence and The Constitution of the United States,1048676,Founding Fathers,4.44,20602,469,7
6012,24870,The Masterharper of Pern,26,Anne McCaffrey,4.24,22919,469,9
6012,873472,Rimas y leyendas,34575,Gustavo Adolfo Bécquer,4.09,8536,469,5
6012,19469,The Face on the Milk Carton,9059,Caroline B. Cooney,3.72,54537,469,7
6012,9595,"Slapstick, or Lonesome No More!",2778055,Kurt Vonnegut Jr.,3.87,35441,469,6
6012,46182,In Watermelon Sugar,7970,Richard Brautigan,3.99,13229,469,5
6012,436562,R.U.R.,439723,Karel Čapek,3.88,8171,469,5
6012,32254,The Mephisto Club,18149,Tess Gerritsen,4.02,38861,469,6
6012,15781600,The Daughter of Ares Chronicles:  The Complete Trilogy,5391254,Shannon McRoberts,4.24,37,469,5
6012,55398,House of Chains,31232,Steven Erikson,4.33,37569,469,5
6012,2073853,كزهر اللوز أو أبعد,75055,Mahmoud Darwish,4.08,5554,469,5
6012,17668473,Prisoner of Night and Fog,7012378,Anne Blankman,4.02,8985,469,5
6012,14744360,The Fish the Fighters and the Song-Girl,121072,Janet E. Morris,4.59,147,469,5
6012,28233082,The Girl in the Ice,5763380,Robert Bryndza,3.95,67092,469,5
6012,25516432,Société,13955675,Alexander Helas,4.28,433,469,5
6012,29569206,Give Me Your Hand,29593,Megan Abbott,3.3,16396,469,5
6029,15177,Bridge of Birds,9465,Barry Hughart,4.29,9548,468,6
6029,23220,Size 12 Is Not Fat,11654,Meg Cabot,3.74,80234,468,6
6029,88335,"The Golden Spruce: A True Story of Myth, Madness, and Greed",50758,John Vaillant,4.09,7155,468,5
6029,126583,Appointment in Samarra,27991,John O&#39;Hara,3.82,13863,468,6
6029,41128030,Touching Spirit Bear,18084149,Ben Mikaelsen,3.86,26090,468,5
6029,219535,The Other,128447,Thomas Tryon,4.0,19875,468,6
6029,423156,King of the Wind: The Story of the Godolphin Arabian,10652,Marguerite Henry,4.2,24460,468,7
6029,15721638,The Madness Underneath,10317,Maureen Johnson,3.87,15875,468,5
6029,35523247,Breathe In,4742393,Michelle Bellon,4.3,315,468,5
6029,36307634,King of Scars,4575289,Leigh Bardugo,4.21,44294,468,5
6029,33378951,The Midnight Line,5091,Lee Child,4.06,63518,468,5
6029,40409102,This Is How It Always Is,300536,Laurie Frankel,4.25,111791,468,5
6029,44159362,Landfill Dogs book,18918376,Shannon Johnstone,4.64,11,468,5
6042,587887,Komt een vrouw bij de dokter,6528763,Kluun,3.69,7002,467,5
6042,659388,Nobody&#39;s Fool,7844,Richard Russo,4.11,25459,467,6
6042,2137,A Home at the End of the World,1432,Michael Cunningham,3.92,17912,467,5
6042,889418,The Star Diaries: Further Reminiscences of Ijon Tichy,10991,Stanisław Lem,4.26,6696,467,5
6042,12708927,Vampire Academy,137902,Richelle Mead,4.52,7707,467,5
6042,6428887,Pirate Latitudes,5194,Michael Crichton,3.45,41066,467,5
6042,18665033,The Gospel of Loki,14097586,Joanne M. Harris,3.73,10604,467,5
6042,15102,Gentlemen and Players,9432,Joanne Harris,3.92,14480,467,6
6042,17283570,The Wild Girl,16143,Kate Forsyth,3.94,3682,467,5
6042,22842304,Kerri&#39;s War,1125279,Stephen Douglass,4.58,216,467,5
6042,18293427,The Storied Life of A.J. Fikry,40593,Gabrielle Zevin,3.99,202206,467,6
6053,6056519,Rapture,64364,Jacquelyn Frank,4.23,6216,466,6
6053,1877062,Het huis van de moskee,127562,Kader Abdolah,4.05,8315,466,5
6053,85679,Mother Courage and Her Children,26853,Bertolt Brecht,3.65,15359,466,6
6053,3599532,في صالون العقاد كانت لنا أيام,1270552,أنيس منصور,4.1,2923,466,5
6053,9632002,Raja Gidh / راجه گدھ,962207,Bano Qudsia,4.18,2529,466,5
6053,10058,Flags of Our Fathers,6568,James D. Bradley,4.19,51047,466,5
6053,10725494,Twice Born,264627,Margaret Mazzantini,4.31,5712,466,5
6053,7715664,Sin Undone,375143,Larissa Ione,4.33,27236,466,8
6053,19155234,The Cellar,6548349,Natasha Preston,3.9,33499,466,5
6053,33897359,First Year,8440277,Rachel E. Carter,3.94,18908,466,5
6053,54766656,Falsely Accused of the Unthinkable,19320714,Glenis Kellet,4.34,318,466,5
6064,35458,Revenge of the Sith,1567394,Matthew Woodring Stover,4.15,13772,465,6
6064,52783,Henderson the Rain King,4391,Saul Bellow,3.78,13926,465,7
6064,1078784,De helaasheid der dingen,534520,Dimitri Verhulst,3.78,9358,465,5
6064,4712458,Vlad: The Last Confession,80075,C.C. Humphreys,3.87,2968,465,5
6064,3217221,"Locke &amp; Key, Volume 1: Welcome to Lovecraft",88506,Joe Hill,4.15,80723,465,5
6064,244383,Ask and It Is Given: Learning to Manifest Your Desires,30278,Esther Hicks,4.18,24819,465,6
6064,13107655,Brawn,3190846,Laurann Dohner,4.21,16456,465,7
6064,3272165,Bad Science,1387272,Ben Goldacre,4.06,37612,465,6
6064,17204984,Between the Lives,4134859,Jessica Shirvington,4.21,4910,465,5
6064,21849362,The Shadows,20248,J.R. Ward,4.3,32480,465,6
6064,24422492,Never Never: Part Two,5430144,Colleen Hoover,4.05,46353,465,6
6064,50731987,Relating Revolution: All It Takes Is One Person To Change,19057336,Kris Kelkar,4.37,623,465,5
6076,29776,The Dying Animal,463,Philip Roth,3.63,8882,464,6
6076,1373315,"Negima! Magister Negi Magi, Vol. 1",82969,Ken Akamatsu,3.89,4088,464,5
6076,103815,Among the Enemy,14617,Margaret Peterson Haddix,4.16,17385,464,6
6076,7823592,Reckless,15873,Cornelia Funke,3.73,17065,464,5
6076,22416,"Transmetropolitan, Vol. 1: Back on the Street",12772,Warren Ellis,4.21,41151,464,6
6076,151723,The Skystone,45309,Jack Whyte,4.18,9154,464,5
6076,16001443,All In,4930653,Raine Miller,4.1,53729,464,6
6076,1610600,S@motność w Sieci,822047,Janusz Leon Wiśniewski,3.61,4978,464,5
6076,2791536,Skinned,21981,Robin Wasserman,3.54,12770,464,5
6076,18735913,"The Selection Series 0.5, 1-2 Box Set",2987125,Kiera Cass,4.6,3303,464,5
6076,13154150,"Attack on Titan, Vol. 1",5365396,Hajime Isayama,4.42,123784,464,5
6076,67700,The Persian Boy,38185,Mary Renault,4.18,7871,464,5
6076,17306293,Shift,3064305,Hugh Howey,4.12,71574,464,5
6076,11424443,Martin Swans Diary: Black Water Crossing,4868409,Kyle Keyes,4.43,2870,464,5
6090,526764,Dreams of the Ringed Vale,291916,Robert Fanney,3.95,987,463,5
6090,792938,Having Our Say: The Delany Sisters&#39; First 100 Years,4915810,Sarah L. Delany,4.16,13482,463,8
6090,1008231,H.I.V.E. Higher Institute of Villainous Education,487718,Mark Walden,4.07,13994,463,7
6090,10778410,The Fire,3780,James Patterson,3.86,18006,463,6
6090,66695,Sojourn,1023510,R.A. Salvatore,4.19,58782,463,5
6090,16030817,Empower,4134859,Jessica Shirvington,4.6,7882,463,5
6090,1330324,Sea of Poppies,3369,Amitav Ghosh,3.96,23168,463,5
6090,32454770,I&#39;m With You,15932358,Allie Frost,4.26,431,463,5
6090,233504,Slaves of New York,58272,Tama Janowitz,3.45,3633,463,5
6099,3276012,Agincourt,12542,Bernard Cornwell,4.12,23946,462,6
6099,1096390,The Uncommon Reader,11781,Alan Bennett,3.79,37081,462,5
6099,918095,The Religion,166058,Tim Willocks,4.1,2832,462,6
6099,88387,The Assault,44694,Harry Mulisch,3.73,11371,462,5
6099,6382879,Zero at the Bone,2892465,Jane Seville,4.11,11178,462,5
6099,17155039,Light in the Shadows,5416410,A. Meredith Walters,4.22,16416,462,5
6099,16159276,Touch &amp; Geaux,1122775,Abigail Roux,4.5,9389,462,5
6099,6780650,أرض البرتقال الحزين,16473822,Ghassan Kanafani,4.01,8136,462,5
6099,9266793,Never Have I Ever,93970,Sara Shepard,4.01,18567,462,5
6099,15810499,Gives Light,5783229,Rose Christo,4.24,3112,462,5
6099,59813,Valley of Silence,625,Nora Roberts,4.23,26807,462,5
6099,28016509,The Girl Before,14719991,J.P. Delaney,3.69,121419,462,5
6111,80458,The Future of an Illusion,10017,Sigmund Freud,3.77,5670,461,7
6111,7979,The Bellmaker,5329,Brian Jacques,3.98,21539,461,6
6111,21726,The Ruins,12505,Scott        Smith,3.58,32472,461,7
6111,11324290,París,55791,Florencia Bonelli,4.31,3361,461,5
6111,261689,The Grand Sophy,18067,Georgette Heyer,4.15,26121,461,7
6111,6604887,أنت لي,2982291,منى المرشود,3.93,22109,461,5
6111,15811405,The Iron Traitor,2995873,Julie Kagawa,4.12,13434,461,6
6111,20640755,The Book of Ivy,7795802,Amy Engel,4.15,17599,461,6
6119,51061,The Griffin &amp; Sabine Trilogy,28699,Nick Bantock,4.37,2820,460,6
