id,title,list_placement,author_id,author,pages,date,series,avg_rating,ratings,list_score,list_votes
30659,Meditations,898,17212,Marcus Aurelius,303,180,False,4.22,124895,7647,97
297673,The Brief Wondrous Life of Oscar Wao,899,55215,Junot Díaz,335,2007,False,3.9,230477,7643,102
54539,Silas Marner,900,173,George Eliot,262,1861,False,3.65,74549,7624,122
732562,The Rime of the Ancient Mariner,901,11525,Samuel Taylor Coleridge,77,1798,False,3.95,54142,7584,123
5094,The Drawing of the Three,902,3389,Stephen King,463,1987,True,4.21,217551,7579,104
99944,The Bhagavad Gita,903,1782206,Krishna-Dwaipayana Vyasa,160,400,False,4.13,55233,7573,111
348225,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",904,29184,Nancy E. Turner,384,1998,True,4.34,66351,7551,90
5886881,Dark Places,905,2383,Gillian Flynn,349,2009,False,3.93,579041,7542,90
5161066,Dead and Gone,906,17061,Charlaine Harris,312,2009,True,4.02,174166,7541,113
13262783,Every Day,907,11664,David Levithan,322,2012,True,3.94,195909,7534,88
479415,The Horse Whisperer,908,6098,Nicholas Evans,451,1995,False,3.81,51140,7520,117
29999,The Maltese Falcon,909,16927,Dashiell Hammett,213,1929,False,3.9,89637,7513,119
1371,The Iliad,910,903,Homer,683,750,False,3.87,352562,7512,101
527756,The Man Without Qualities,911,16747,Robert Musil,1774,1930,True,4.23,5631,7502,81
12926063,Skagboys,911,5687,Irvine Welsh,548,2012,True,3.92,18794,7502,85
414999,Childhood's End,913,7779,Arthur C. Clarke,224,1953,False,4.11,130760,7498,101
9284655,Tiger's Curse,914,3097905,Colleen Houck,403,2011,True,4.06,57588,7460,87
7996,Redwall,915,5329,Brian Jacques,352,1986,True,4.11,104747,7449,106
51893,Thus Spoke Zarathustra,915,1938,Friedrich Nietzsche,327,1883,False,4.05,111364,7449,89
40603730,Safe Haven,917,2345,Nicholas Sparks,353,2010,False,4.21,334817,7426,97
469571,All the Pretty Horses,918,4178,Cormac McCarthy,302,1992,True,4.0,93965,7374,108
31196,The Razor's Edge,919,4176632,W. Somerset Maugham,314,1944,False,4.19,36519,7373,108
111332,Into the Wild,920,27498,Erin Hunter,288,2003,True,4.3,75861,7361,90
60400,The Ruins of Gorlan,921,34049,John Flanagan,249,2004,True,4.21,124696,7347,90
24192,The Runaway Jury,922,721,John Grisham,358,1996,False,3.99,272318,7339,114
36336078,Call Me By Your Name,923,2922229,André Aciman,248,2007,True,4.23,211493,7325,76
5287473,Hex Hall,924,2261547,Rachel Hawkins,323,2010,True,3.93,132770,7322,96
7488244,Unearthly,925,3290920,Cynthia Hand,435,2011,True,4.02,121605,7297,95
68429,The Well of Ascension,926,38550,Brandon Sanderson,590,2007,True,4.36,286174,7286,86
10979,Light in August,927,3535,William Faulkner,507,1932,False,3.93,55831,7276,103
15925,The Guardian,927,2345,Nicholas Sparks,400,2003,False,4.15,161540,7276,102
28251250,White Noise,929,233,Don DeLillo,320,1985,False,3.87,86825,7242,98
5664985,Along for the Ride,930,2987,Sarah Dessen,383,2009,False,4.06,185868,7238,92
773951,The Story of Ferdinand,931,89552,Munro Leaf,72,1936,False,4.36,85848,7229,107
10222,The Far Pavilions,932,1040250,M.M. Kaye,958,1978,False,4.21,39771,7222,101
30264,Dead Witch Walking,933,17054,Kim Harrison,416,2004,True,4.04,110564,7183,91
544891,Beastly,934,79589,Alex Flinn,304,2007,True,3.83,170108,7161,100
3570231,At Grave's End,935,669810,Jeaniene Frost,342,2008,True,4.3,81858,7114,95
45195,A Passage to India,936,86404,E.M. Forster,376,1924,False,3.68,69786,7110,124
216363,The Man in the High Castle,936,4764,Philip K. Dick,259,1962,False,3.62,174914,7110,95
3463,A Bend in the Road,938,2345,Nicholas Sparks,341,2001,False,4.03,137804,7106,96
8709526,The Indigo Spell,939,137902,Richelle Mead,401,2013,True,4.37,92365,7070,95
19405702,Walks Away Woman,940,286014,Ki Longfellow,254,2013,False,4.33,998,7065,74
22822858,A Little Life,940,6571447,Hanya Yanagihara,720,2015,False,4.31,212491,7065,74
872333,Blue Bloods,942,21911,Melissa de la Cruz,302,2006,True,3.69,132508,7045,100
18243700,The Assassin's Blade,943,3433047,Sarah J. Maas,448,2014,True,4.39,134223,7034,84
7494,Suzanne's Diary for Nicholas,944,3780,James Patterson,289,2001,False,4.17,138967,7015,96
37793,A Doll's House,945,2730977,Henrik Ibsen,122,1879,False,3.73,106204,6994,122
27774758,An Ember in the Ashes,946,7770873,Sabaa Tahir,446,2015,True,4.27,182611,6990,80
102868,A Study in Scarlet,947,2448,Arthur Conan Doyle,123,1887,True,4.16,325112,6976,103
47021,The Taming of the Shrew,948,947,William Shakespeare,291,1593,False,3.79,152191,6965,123
1430,Eleven Minutes,949,566,Paulo Coelho,273,2003,False,3.7,148910,6950,83
12985,The Tempest,950,947,William Shakespeare,218,1611,False,3.81,172549,6943,109
124509,Smilla's Sense of Snow,951,369288,Peter Høeg,469,1992,False,3.74,41248,6927,103
43483262,"Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love",952,18294819,Aimee Cabo Nikolov,150,2018,False,4.32,2139,6916,78
5139,The Devil Wears Prada,953,3490,Lauren Weisberger,432,2003,True,3.75,786811,6913,104
2744,Anansi Boys,954,1221698,Neil Gaiman,387,2005,True,4.03,193100,6879,93
171547,Songs of Innocence and of Experience,955,13453,William Blake,56,1789,False,4.11,39273,6866,108
13651,The Dispossessed,956,874602,Ursula K. Le Guin,387,1974,True,4.2,88052,6842,89
1240662,Lover Enshrined,957,20248,J.R. Ward,560,2008,True,4.12,106154,6839,93
29797,The Pilgrim's Progress,958,16244,John Bunyan,324,1678,True,4.0,108900,6836,103
6259,Birdsong: A Novel of Love and War,959,4229,Sebastian Faulks,483,1993,True,4.09,68521,6804,91
242006,Running with Scissors,960,3058,Augusten Burroughs,304,2002,False,3.73,351445,6800,95
34532,Hogfather,961,1654,Terry Pratchett,432,1996,True,4.22,77040,6793,93
7600924,Forbidden,962,599916,Tabitha Suzuma,418,2010,False,4.03,53610,6788,77
25845273,The Great Divorce,963,1069006,C.S. Lewis,146,1945,False,4.28,108584,6784,87
5359,The Client,964,721,John Grisham,483,1993,False,4.02,401449,6783,113
8685612,The Iron Queen,965,2995873,Julie Kagawa,384,2011,True,4.21,96833,6769,86
38296,The Last of the Mohicans,966,9121,James Fenimore Cooper,410,1826,True,3.7,89632,6765,111
8235178,Across the Universe,967,4018722,Beth Revis,399,2011,True,3.77,112583,6761,87
50,Hatchet,968,18,Gary Paulsen,208,1987,True,3.73,308949,6748,97
13496084,Point of Retreat,969,5430144,Colleen Hoover,230,2012,True,4.27,141430,6746,78
581811,Valley of the Dolls,970,22485,Jacqueline Susann,442,1966,False,3.76,49836,6719,109
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",971,3034502,Douglas R. Hofstadter,777,1979,False,4.28,42884,6713,81
943402,Let the Right One In,972,479779,John Ajvide Lindqvist,513,2004,False,4.05,90192,6694,88
16220184,Crossroads and the Himalayan Crystals,972,6496644,C. Toni Graham,266,2012,True,4.32,5604,6694,74
7402393,Nightshade,974,3041100,Andrea Cremer,452,2010,True,4.02,79697,6664,90
89724,We Have Always Lived in the Castle,975,13388,Shirley Jackson,146,1962,False,3.98,118401,6650,82
36590307,Unblinded: One Man’s Courageous Journey through Darkness to Sight,976,14673557,Traci Medford-Rosow,220,2018,False,4.33,3105,6633,74
1295102,Lock and Key,977,2987,Sarah Dessen,432,2008,False,4.0,140469,6627,88
47212,Storm Front,978,10746,Jim Butcher,355,2000,True,3.99,294567,6559,83
7937462,The Short Second Life of Bree Tanner,979,941441,Stephenie Meyer,178,2009,True,3.5,181652,6533,98
12557,The Kitchen God's Wife,980,5246,Amy Tan,416,1991,False,4.0,76710,6529,107
53450218,The Past,981,20310792,Kenneth   Thomas,195,2020,True,4.7,839,6506,67
17889664,To Live and Die in Fantasyland,982,1280953,Ben Peller,320,2013,True,4.31,90,6499,65
8913370,Fingersmith,983,25334,Sarah Waters,592,2002,False,4.01,80902,6477,84
27822,Eugene Onegin,984,16070,Alexander Pushkin,240,1833,False,4.1,51681,6474,90
2722413,Evernight,985,1192311,Claudia Gray,327,2008,True,3.64,75360,6466,87
7824322,Between Shades of Gray,986,3407448,Ruta Sepetys,344,2011,False,4.36,164811,6464,81
43916,Magician,987,8588,Raymond E. Feist,681,1982,True,4.29,61063,6458,78
365,Dirk Gently's Holistic Detective Agency,988,4,Douglas Adams,306,1987,True,3.98,121264,6445,86
5472,Animal Farm / 1984,989,3706,George Orwell,400,1948,False,4.29,164275,6431,99
15760001,On Dublin Street,990,4167378,Samantha Young,372,2012,True,4.21,169512,6406,80
243705,The Collector,991,10039,John Fowles,283,1963,False,3.98,57118,6404,98
2355575,Cry Wolf,992,40563,Patricia Briggs,294,2008,True,4.12,87306,6403,86
11557,Swan Song,993,5244478,Robert R. McCammon,956,1987,False,4.28,55794,6399,78
31338,Memnoch the Devil,994,7577,Anne Rice,354,1995,True,3.75,74937,6393,91
105992,Helter Skelter: The True Story of the Manson Murders,995,28828,Vincent Bugliosi,689,1974,False,4.04,125494,6387,100
21484,The Winds of War,996,9020,Herman Wouk,896,1971,True,4.37,51528,6378,95
7747064,The Iron Daughter,997,2995873,Julie Kagawa,359,2010,True,4.08,116402,6374,85
30043,A River Runs Through it and Other Stories,998,16943,Norman Maclean,217,1976,False,4.18,22036,6320,89
407429,The Stinky Cheese Man and Other Fairly Stupid Tales,999,27318,Jon Scieszka,52,1992,False,4.2,91281,6309,88
40605329,The Mysterious Benedict Society,1000,47672,Trenton Lee Stewart,497,2007,True,4.17,123305,6306,79
